Beta,Desviacion 90%,Limite Inferior,Limite Superior
50.43184458999999,1.1682030313976024,49.26364155860239,51.60004762139759
48.18260152999999,1.1418551760412448,47.040746353958745,49.32445670604124
46.923596429999996,1.1268381650862325,45.79675826491376,48.05043459508623
46.398250600000004,1.1205124991710937,45.27773810082891,47.518763099171096
46.21066249,1.1182450892559388,45.09241740074406,47.32890757925593
47.46839524,1.1333607732285471,46.335034466771454,48.601756013228545
49.343987930000004,1.155534789343351,48.188453140656655,50.499522719343354
50.53100760000001,1.1693509731504483,49.36165662684956,51.70035857315046
51.634541799999994,1.182050595255317,50.452491204744675,52.81659239525531
52.58138183,1.1928391918717534,51.38854263812824,53.77422102187175
53.46054944999999,1.2027700666604413,52.257779383339546,54.66331951666043
54.86086979999999,1.2184206383697913,53.642449161630196,56.07929043836978
58.06738518999999,1.2535222216170312,56.813862968382956,59.32090741161702
61.45554437999999,1.2895745014573197,60.165969878542676,62.74511888145731
65.80797979,1.33445883605016,64.47352095394984,67.14243862605016
70.68745370999999,1.3830474211884518,69.30440628881153,72.07050113118844
73.05972891000002,1.4060634869154478,71.65366542308458,74.46579239691546
73.51308074999999,1.4104192083792633,72.10266154162072,74.92349995837925
74.1874928,1.4168740600495162,72.77061873995048,75.60436686004952
74.73654691,1.4221074655318167,73.31443944446818,76.15865437553182
74.09069041,1.415949365326035,72.67474104467397,75.50663977532602
75.53470713,1.4296811038181148,74.10502602618189,76.96438823381811
75.82199364,1.4323973273490878,74.38959631265091,77.2543909673491
75.07242149000001,1.4252994399861287,73.64712205001388,76.49772092998614
73.07191827000001,1.4061807765596028,71.6657374934404,74.47809904655962
72.07312191000001,1.396537395548389,70.67658451445162,73.4696593055484
70.73935467000001,1.3835550665618146,69.3557996034382,72.12290973656182
68.91772954,1.3656247620722117,67.55210477792778,70.28335430207221
67.63892813,1.3528955262435576,66.28603260375644,68.99182365624355
66.33006413000001,1.3397418101536702,64.99032231984634,67.66980594015368
65.00031911,1.3262446551056775,63.67407445489433,66.32656376510569
63.248745719999995,1.3082533666570975,61.9404923533429,64.55699908665709
61.655710770000006,1.2916729258461264,60.36403784415388,62.947383695846135
59.90649069,1.2732182117351576,58.63327247826484,61.179708901735154
59.52679264,1.2691768554998786,58.25761578450012,60.795969495499875
57.807041149999996,1.2507089930432609,56.556332156956735,59.05775014304326
57.31516394000001,1.2453765153588634,56.06978742464115,58.560540455358876
56.82455425,1.240034936662497,55.5845193133375,58.064589186662495
55.888016629999996,1.22977384181481,54.658242788185184,57.11779047181481
