Beta
0.0561949503526629
0.0573293293831069
0.0571148264028337
0.0566870745828098
0.0562222499532177
0.0519395914400638
0.057092608679523
0.0599431974339262
0.062182288572584
0.0632449093916324
0.0631462222496322
0.0630534943967112
0.0659748988393817
0.0668541653461586
0.0690309606619286
0.0674860090460035
0.0679213699197073
0.0682072488923063
0.0667485955457453
0.0712812444119067
0.0681645252246049
0.065630632359344
0.0651453227945755
0.0637434895058926
0.0615387413396274
0.0599204749664345
0.0599568718004904
0.0591724857936545
0.0584328020832982
0.0586340413628288
0.0584908082034787
0.0574338432149818
0.0563574420412157
0.0538246084338994
0.0546608368536231
0.05479103864723
0.0551546200601818
0.054967210821706
0.0557151959029021
