Acumulados_Reportados
17.214285714285708
18.142857142857135
19.214285714285708
20.35714285714285
21.35714285714285
22.428571428571423
23.64285714285714
24.857142857142854
26.14285714285714
27.357142857142854
28.57142857142857
29.999999999999996
31.428571428571423
32.357142857142854
33.5
34.714285714285715
35.85714285714286
36.92857142857143
38.285714285714285
39.64285714285714
40.857142857142854
42.07142857142857
43.214285714285715
44.35714285714286
45.57142857142858
46.57142857142858
47.50000000000001
48.42857142857144
49.14285714285715
49.92857142857144
50.78571428571429
51.71428571428572
52.50000000000001
53.35714285714286
54.35714285714286
56.142857142857146
58.142857142857146
60.142857142857146
62.142857142857146
64.14285714285714
67.14285714285714
70.71428571428571
74.78571428571428
78.85714285714285
82.99999999999999
87.57142857142856
92.28571428571426
97.28571428571426
102.85714285714283
108.57142857142854
114.71428571428568
120.92857142857139
128.1428571428571
135.6428571428571
142.35714285714283
148.6428571428571
155.57142857142853
162.78571428571425
169.78571428571425
176.85714285714283
184.42857142857142
192.28571428571428
199.78571428571428
206.64285714285714
212.92857142857142
219.14285714285714
225.21428571428572
231.57142857142858
238.42857142857144
245.50000000000003
252.2857142857143
258.64285714285717
265.14285714285717
271.92857142857144
278.2142857142857
284.64285714285717
291.3571428571429
298.2142857142857
305.5
312.92857142857144
321.7142857142857
333.42857142857144
348.5
364.64285714285717
380.92857142857144
397.64285714285717
414.28571428571433
432.14285714285717
450.78571428571433
469.5714285714286
488.8571428571429
508.3571428571429
527.5
546.8571428571429
565.4285714285714
585.8571428571429
603.2142857142858
619.5000000000001
635.357142857143
650.7857142857144
666.7142857142859
682.1428571428573
697.9285714285717
713.0000000000002
727.7857142857146
743.3571428571431
758.9285714285717
774.214285714286
789.214285714286
799.2857142857146
808.5000000000002
818.0000000000002
828.8571428571431
839.8571428571431
850.2857142857146
860.6428571428575
870.3571428571431
880.4285714285717
890.4285714285717
899.214285714286
908.8571428571431
918.6428571428575
928.0714285714289
938.214285714286
948.9285714285717
959.6428571428573
969.0000000000002
978.2857142857146
988.0000000000002
997.8571428571431
1008.9285714285717
1021.0714285714288
1033.3571428571431
1045.9285714285718
1057.5000000000005
1068.9285714285718
1080.1428571428576
1091.2142857142862
1102.8571428571433
1114.3571428571433
1126.0000000000005
1137.7857142857147
1149.4285714285718
1160.214285714286
1169.2857142857147
1177.071428571429
1184.571428571429
1192.214285714286
1200.0000000000002
1207.714285714286
1216.214285714286
1224.5000000000002
1232.0000000000002
1239.4285714285716
1249.2142857142858
1258.857142857143
1268.2142857142858
1277.4285714285716
1286.7857142857144
1296.3571428571431
1305.714285714286
1314.714285714286
1323.6428571428573
1332.5714285714287
1340.857142857143
1349.142857142857
1357.0714285714284
1364.9999999999998
1370.3571428571427
1375.7142857142856
1381.0714285714284
1386.7857142857142
1392.2142857142856
1397.3571428571427
1402.785714285714
1408.8571428571427
1415.1428571428569
1421.428571428571
1427.428571428571
1432.785714285714
1440.285714285714
1447.428571428571
1454.285714285714
1461.0714285714282
1467.928571428571
1473.928571428571
1480.0714285714282
1486.3571428571424
1492.1428571428567
1497.2857142857138
1502.1428571428567
1506.9999999999995
1511.3571428571424
1515.5714285714282
1517.9999999999995
1520.3571428571424
1523.1428571428567
1525.9285714285709
1528.714285714285
1531.9285714285709
1534.9999999999995
1539.2857142857138
1543.4999999999995
1548.0714285714282
1552.6428571428569
1557.2142857142856
1561.7857142857142
1566.4285714285713
1570.8571428571427
1575.285714285714
1579.0714285714282
1582.8571428571424
1586.5714285714282
1591.1428571428569
1596.8571428571427
1601.2142857142856
1605.7142857142856
1609.5714285714284
1613.4999999999998
1617.4999999999998
1622.285714285714
1627.6428571428569
1632.9999999999998
1638.428571428571
1643.928571428571
1649.5714285714282
1655.285714285714
1659.928571428571
1663.5714285714282
1668.9999999999995
1674.2142857142853
1679.785714285714
1685.285714285714
1690.7142857142853
1696.428571428571
1701.785714285714
1707.785714285714
1714.1428571428569
1721.2142857142856
1728.2857142857142
1735.2857142857142
1742.357142857143
1749.642857142857
1755.4285714285713
1762.7857142857142
1770.0
1777.2142857142858
1784.4285714285716
1791.5000000000002
1798.6428571428573
1805.5000000000002
1812.071428571429
1818.3571428571431
1824.714285714286
1831.1428571428573
1837.714285714286
1844.1428571428573
1850.5000000000002
1855.571428571429
1861.1428571428576
1866.7857142857147
1872.4285714285718
1877.7857142857147
1883.571428571429
1889.2857142857147
1895.3571428571433
1901.2142857142862
1906.928571428572
1912.6428571428578
1919.0000000000007
1925.6428571428578
1932.2142857142865
1938.7857142857151
1944.9285714285722
1951.142857142858
1957.4285714285722
1964.2142857142865
1971.3571428571436
1978.4285714285722
1985.4285714285722
1994.3571428571436
2003.285714285715
2012.285714285715
2022.1428571428578
2032.6428571428578
2043.928571428572
2056.2142857142862
2070.142857142858
2084.0000000000005
2097.857142857143
2114.071428571429
2133.857142857143
2155.5000000000005
2178.071428571429
2200.357142857143
2223.1428571428573
2245.7857142857147
2268.5000000000005
2291.857142857143
2315.4285714285716
2337.857142857143
2359.7857142857147
2382.5000000000005
2405.2857142857147
2424.7142857142862
2439.7857142857147
2452.6428571428573
2464.571428571429
2475.071428571429
2485.857142857143
2496.7857142857147
2507.857142857143
2520.0000000000005
2534.357142857143
2551.071428571429
2569.6428571428573
2587.6428571428573
2605.5
2626.4285714285716
2649.214285714286
2672.5714285714284
2699.142857142857
2727.285714285714
2754.9285714285716
2782.571428571429
2812.4285714285716
2841.4285714285716
2869.214285714286
2898.5
2926.5
2954.5
2982.5
3008.285714285714
3032.785714285714
3058.214285714286
3081.285714285714
3103.142857142857
3124.7142857142853
3146.2857142857138
