Beta,Desviacion 90%,Limite Inferior,Limite Superior
40.355801060000005,1.0450062514807579,39.31079480851925,41.40080731148076
39.80366175,1.0378328564226695,38.765828893577336,40.84149460642267
38.170489010000004,1.016318343449951,37.15417066655005,39.18680735344996
37.144366760000004,1.002564636628128,36.141802123371875,38.14693139662813
36.74386078,0.997144953691285,35.746715826308716,37.74100573369128
37.810646260000006,1.0115164558508998,36.7991298041491,38.82216271585091
40.00484265,1.040452326307968,38.96439032369203,41.04529497630797
44.06245358000001,1.0919436842109556,42.97050989578906,45.154397264210964
47.55023597,1.1343373717317051,46.4158985982683,48.684573341731706
50.09057684000001,1.1642437596717494,48.92633308032826,51.25482059967176
50.277132959999996,1.1664097852731001,49.11072317472689,51.4435427452731
50.48293940000001,1.1687946615632918,49.31414473843672,51.651734061563296
56.461318199999994,1.236065283802417,55.225252916197576,57.69738348380241
60.41329311999999,1.2785925133327194,59.13470060666727,61.69188563333271
65.73436929,1.333712287781635,64.40065700221837,67.06808157778164
67.26426491,1.3491433669298558,65.91512154307014,68.61340827692985
70.2228558,1.378494843538397,68.84436095646161,71.6013506435384
71.78919191000001,1.3937838714745476,70.39540803852546,73.18297578147457
74.84317862,1.4231216126009243,73.42005700739908,76.26630023260093
76.72050768999999,1.4408595067591852,75.27964818324081,78.16136719675917
76.33517847999998,1.437236589244589,74.89794189075539,77.77241506924457
78.61483975,1.4585394123385689,77.15630033766143,80.07337916233857
78.90197535,1.4612005948756104,77.4407747551244,80.36317594487561
77.84734309000001,1.4514022756807199,76.39594081431929,79.29874536568073
74.96695533,1.4242979158057603,73.54265741419424,76.39125324580577
72.1773268,1.397546602993868,70.77978019700613,73.57487340299387
68.96563464,1.3660993063343017,67.5995353336657,70.33173394633431
67.69047637,1.3534109550285502,66.33706541497145,69.04388732502855
64.84539455999999,1.324663198002511,63.52073136199748,66.1700577580025
62.58407488999999,1.3013610999803713,61.28271379001962,63.88543598998036
62.48897210000001,1.300371949585589,61.18860015041442,63.7893440495856
60.690901759999996,1.2815268137464155,59.40937494625358,61.97242857374641
58.810999970000005,1.26152303266258,57.549476937337424,60.072523002662585
57.986896800000004,1.2526531539625005,56.734243646037505,59.2395499539625
56.35519698,1.234903121333024,55.120293858666976,57.59010010133303
54.56954451000001,1.2151812691227297,53.35436324087728,55.78472577912274
54.81521102,1.2179135084249435,53.59729751157506,56.03312452842494
57.40955564,1.2464015917862548,56.16315404821375,58.65595723178625
58.51938792,1.2583915396100611,57.26099638038994,59.77777945961006
