Beta,Desviacion 90%,Limite Inferior,Limite Superior
56.690556349999994,1.2385720114188303,55.45198433858116,57.929128361418826
55.77799483,1.2285627719406558,54.54943205805934,57.006557601940656
54.70308649,1.2166672495760795,53.48641924042392,55.91975373957607
53.85188945,1.20716427692728,52.64472517307272,55.05905372692728
53.66869152,1.2051092106958938,52.46358230930411,54.8738007306959
53.56317153999999,1.2039239231219243,52.359247616878065,54.76709546312192
53.94160493,1.20816940650185,52.733435523498144,55.14977433650185
54.00935152,1.2089278532936034,52.8004236667064,55.218279373293605
54.13735852999999,1.2103596391822689,52.92699889081772,55.347718169182265
54.00695413,1.208901021794726,52.79805310820527,55.21585515179472
54.0192299,1.2090384054700145,52.81019149452999,55.22826830547001
53.73459683,1.2058489224894666,52.528747907510535,54.94044575248947
53.33043672000001,1.201305519113427,52.12913120088658,54.531742239113434
53.04454064000001,1.1980811870877368,51.84645945291227,54.242621827087746
52.907755800000004,1.1965354565941415,51.71122034340586,54.104291256594145
52.674161250000004,1.193891105572578,51.48027014442743,53.86805235557258
52.748707509999996,1.1947356244782683,51.553971885521726,53.943443134478265
52.753195860000005,1.1947864529992651,51.55840940700074,53.94798231299927
52.36506741000001,1.1903830540550604,51.17468435594495,53.55545046405507
51.87470514000002,1.1847963916912838,50.68990874830873,53.0595015316913
51.7704963,1.1836057504515916,50.58689054954841,52.95410205045159
52.471651909999984,1.1915938983552983,51.280058011644684,53.663245808355285
53.01387828,1.1977348620318147,51.816143417968185,54.211613142031815
53.998580970000006,1.2088073050298145,52.78977366497019,55.20738827502982
54.53944807999999,1.2148461219046713,53.32460195809532,55.75429420190466
54.88401682000001,1.2186776506334254,53.66533916936658,56.10269447063343
55.467266869999996,1.2251359550347536,54.242130914965244,56.69240282503475
55.67528579,1.2274311191667122,54.44785467083329,56.902716909166706
56.198175039999995,1.2331815219691544,54.96499351803084,57.43135656196915
57.12565141,1.243315892509805,55.8823355174902,58.36896730250981
57.88775857,1.2515818865914619,56.63617668340854,59.13934045659146
58.247744809999986,1.255467457361919,56.99227735263807,59.5032122673619
58.60591629000001,1.259321542056068,57.34659474794394,59.86523783205608
59.43547124999999,1.2682029454676456,58.16726830453235,60.703674195467634
60.46094482,1.2790966664272896,59.18184815357271,61.740041486427295
60.70946937000001,1.2817228321753276,59.42774653782468,61.991192202175334
61.23937444,1.28730446367206,59.95206997632794,62.52667890367206
60.90855555000001,1.2838227059535472,59.62473284404646,62.19237825595356
60.4320941,1.278791450694571,59.15330264930543,61.71088555069457
